18,B6,FALSE,E2,FOXM1,UNKNOWN,FAM,NFQ-MGB,,,,0.840,0.571,1.236,34.415,34.864,0.409,8.366,8.185,0.224,0.130,0.252,TRUE,0.107,TRUE,3,30,Amp,,0.990,N,N,N,N,N
19,B7,FALSE,Ful,B2M,UNKNOWN,VIC,NFQ-MGB,,,,,,,26.237,25.967,0.248,,,,,,TRUE,0.178,TRUE,3,21,Amp,,0.978,N,N,N,N,N
19,B7,FALSE,Ful,FOXM1,UNKNOWN,FAM,NFQ-MGB,,,,0.967,0.612,1.527,34.238,33.949,0.309,8.000,7.983,0.266,0.153,0.049,TRUE,0.107,TRUE,3,30,Amp,,0.991,N,N,N,N,N
20,B8,FALSE,Ful,B2M,UNKNOWN,VIC,NFQ-MGB,,,,,,,25.914,25.967,0.248,,,,,,TRUE,0.178,TRUE,3,21,Amp,,0.984,N,N,N,N,N
20,B8,FALSE,Ful,FOXM1,UNKNOWN,FAM,NFQ-MGB,,,,0.967,0.612,1.527,33.623,33.949,0.309,7.708,7.983,0.266,0.153,0.049,TRUE,0.107,TRUE,3,29,Amp,,0.995,N,N,N,N,N
21,B9,FALSE,Ful,B2M,UNKNOWN,VIC,NFQ-MGB,,,,,,,25.749,25.967,0.248,,,,,,TRUE,0.178,TRUE,3,20,Amp,,0.984,N,N,N,N,N
21,B9,FALSE,Ful,FOXM1,UNKNOWN,FAM,NFQ-MGB,,,,0.967,0.612,1.527,33.988,33.949,0.309,8.239,7.983,0.266,0.153,0.049,TRUE,0.107,TRUE,3,30,Amp,,0.985,N,N,N,N,N
22,B10,FALSE,Laso,B2M,UNKNOWN,VIC,NFQ-MGB,,,,,,,26.024,26.065,0.351,,,,,,TRUE,0.178,TRUE,3,21,Amp,,0.981,N,N,N,N,N
22,B10,FALSE,Laso,FOXM1,UNKNOWN,FAM,NFQ-MGB,,,,1.164,1.001,1.353,33.640,33.780,0.385,7.616,7.715,0.087,0.050,-0.218,TRUE,0.107,TRUE,3,29,Amp,,0.991,N,N,N,N,N
23,B11,FALSE,Laso,B2M,UNKNOWN,VIC,NFQ-MGB,,,,,,,26.434,26.065,0.351,,,,,,TRUE,0.178,TRUE,3,21,Amp,,0.990,N,N,N,N,N
23,B11,FALSE,Laso,FOXM1,UNKNOWN,FAM,NFQ-MGB,,,,1.164,1.001,1.353,34.215,33.780,0.385,7.781,7.715,0.087,0.050,-0.218,TRUE,0.107,TRUE,3,30,Amp,,0.988,N,N,N,N,N
24,B12,FALSE,Laso,B2M,UNKNOWN,VIC,NFQ-MGB,,,,,,,25.736,26.065,0.351,,,,,,TRUE,0.178,TRUE,3,20,Amp,,0.990,N,N,N,N,N
24,B12,FALSE,Laso,FOXM1,UNKNOWN,FAM,NFQ-MGB,,,,1.164,1.001,1.353,33.484,33.780,0.385,7.748,7.715,0.087,0.050,-0.218,TRUE,0.107,TRUE,3,29,Amp,,0.991,N,N,N,N,N
25,C1,FALSE,Veh,B2M,UNKNOWN,VIC,NFQ-MGB,,,,,,,26.765,26.571,0.317,,,,,,TRUE,0.178,TRUE,3,21,Amp,,0.981,N,N,N,N,N
25,C1,FALSE,Veh,CAV1,UNKNOWN,FAM,NFQ-MGB,,,,1.000,0.168,5.960,37.225,36.301,1.353,10.459,9.730,1.037,0.599,0.000,TRUE,0.040,TRUE,3,34,Inconclusive,,0.912,Y,N,N,Y,N
26,C2,FALSE,Veh,B2M,UNKNOWN,VIC,NFQ-MGB,,,,,,,26.204,26.571,0.317,,,,,,TRUE,0.178,TRUE,3,21,Amp,,0.984,N,N,N,N,N
26,C2,FALSE,Veh,CAV1,UNKNOWN,FAM,NFQ-MGB,,,,1.000,0.168,5.960,34.748,36.301,1.353,8.543,9.730,1.037,0.599,0.000,TRUE,0.040,TRUE,3,32,Amp,,0.980,Y,N,N,Y,N
27,C3,FALSE,Veh,B2M,UNKNOWN,VIC,NFQ-MGB,,,,,,,26.742,26.571,0.317,,,,,,TRUE,0.178,TRUE,3,21,Amp,,0.983,N,N,N,N,N
27,C3,FALSE,Veh,CAV1,UNKNOWN,FAM,NFQ-MGB,,,,1.000,0.168,5.960,36.930,36.301,1.353,10.187,9.730,1.037,0.599,0.000,TRUE,0.040,TRUE,3,34,Inconclusive,,0.926,Y,N,N,Y,N
28,C4,FALSE,E2,B2M,UNKNOWN,VIC,NFQ-MGB,,,,,,,26.867,26.505,0.620,,,,,,TRUE,0.178,TRUE,3,21,Amp,,0.987,N,N,N,Y,N
28,C4,FALSE,E2,CAV1,UNKNOWN,FAM,NFQ-MGB,,,,2.073,0.699,6.152,34.986,35.183,0.955,8.119,8.678,0.632,0.365,-1.052,TRUE,0.040,TRUE,3,32,Amp,,0.982,Y,N,N,Y,N
29,C5,FALSE,E2,B2M,UNKNOWN,VIC,NFQ-MGB,,,,,,,26.857,26.505,0.620,,,,,,TRUE,0.178,TRUE,3,21,Amp,,0.990,N,N,N,Y,N
29,C5,FALSE,E2,CAV1,UNKNOWN,FAM,NFQ-MGB,,,,2.073,0.699,6.152,36.220,35.183,0.955,9.363,8.678,0.632,0.365,-1.052,TRUE,0.040,TRUE,3,33,Amp,,0.955,Y,N,N,Y,N
30,C6,FALSE,E2,B2M,UNKNOWN,VIC,NFQ-MGB,,,,,,,25.789,26.505,0.620,,,,,,TRUE,0.178,TRUE,3,20,Amp,,0.978,N,N,N,Y,N
30,C6,FALSE,E2,CAV1,UNKNOWN,FAM,NFQ-MGB,,,,2.073,0.699,6.152,34.342,35.183,0.955,8.552,8.678,0.632,0.365,-1.052,TRUE,0.040,TRUE,3,31,Amp,,0.979,Y,N,N,Y,N
31,C7,FALSE,Ful,B2M,UNKNOWN,VIC,NFQ-MGB,,,,,,,26.177,25.863,0.299,,,,,,TRUE,0.178,TRUE,3,21,Amp,,0.979,N,N,N,N,N
31,C7,FALSE,Ful,CAV1,UNKNOWN,FAM,NFQ-MGB,,,,1.257,0.078,20.246,37.400,35.263,1.863,11.223,9.400,1.614,0.932,-0.330,TRUE,0.040,TRUE,3,34,Inconclusive,,0.883,Y,N,N,Y,N
32,C8,FALSE,Ful,B2M,UNKNOWN,VIC,NFQ-MGB,,,,,,,25.829,25.863,0.299,,,,,,TRUE,0.178,TRUE,3,21,Amp,,0.992,N,N,N,N,N
32,C8,FALSE,Ful,CAV1,UNKNOWN,FAM,NFQ-MGB,,,,1.257,0.078,20.246,33.983,35.263,1.863,8.153,9.400,1.614,0.932,-0.330,TRUE,0.040,TRUE,3,31,Amp,,0.989,Y,N,N,Y,N
33,C9,FALSE,Ful,B2M,UNKNOWN,VIC,NFQ-MGB,,,,,,,25.581,25.863,0.299,,,,,,TRUE,0.178,TRUE,3,20,Amp,,0.987,N,N,N,N,N
33,C9,FALSE,Ful,CAV1,UNKNOWN,FAM,NFQ-MGB,,,,1.257,0.078,20.246,34.405,35.263,1.863,8.823,9.400,1.614,0.932,-0.330,TRUE,0.040,TRUE,3,31,Amp,,0.983,Y,N,N,Y,N
34,C10,FALSE,Laso,B2M,UNKNOWN,VIC,NFQ-MGB,,,,,,,26.206,26.231,0.285,,,,,,TRUE,0.178,TRUE,3,21,Amp,,0.978,N,N,N,N,N
34,C10,FALSE,Laso,CAV1,UNKNOWN,FAM,NFQ-MGB,,,,1.733,1.031,2.911,35.154,35.168,0.585,8.947,8.937,0.301,0.174,-0.793,TRUE,0.040,TRUE,3,32,Amp,,0.972,Y,N,N,Y,N
35,C11,FALSE,Laso,B2M,UNKNOWN,VIC,NFQ-MGB,,,,,,,26.528,26.231,0.285,,,,,,TRUE,0.178,TRUE,3,21,Amp,,0.984,N,N,N,N,N
35,C11,FALSE,Laso,CAV1,UNKNOWN,FAM,NFQ-MGB,,,,1.733,1.031,2.911,35.761,35.168,0.585,9.233,8.937,0.301,0.174,-0.793,TRUE,0.040,TRUE,3,33,Amp,,0.963,Y,N,N,Y,N
36,C12,FALSE,Laso,B2M,UNKNOWN,VIC,NFQ-MGB,,,,,,,25.959,26.231,0.285,,,,,,TRUE,0.178,TRUE,3,21,Amp,,0.991,N,N,N,N,N
36,C12,FALSE,Laso,CAV1,UNKNOWN,FAM,NFQ-MGB,,,,1.733,1.031,2.911,34.590,35.168,0.585,8.631,8.937,0.301,0.174,-0.793,TRUE,0.040,TRUE,3,32,Amp,,0.981,Y,N,N,Y,N
37,D1,FALSE,Veh,B2M,UNKNOWN,VIC,NFQ-MGB,,,,,,,27.707,27.440,0.398,,,,,,TRUE,0.178,TRUE,3,23,Amp,,0.982,N,N,N,N,N
37,D1,FALSE,Veh,PDZK1,UNKNOWN,FAM,NFQ-MGB,,,,1.000,0.745,1.343,32.556,32.459,0.251,4.849,5.019,0.171,0.099,0.000,TRUE,0.052,TRUE,3,29,Amp,,0.982,N,N,N,N,N
38,D2,FALSE,Veh,B2M,UNKNOWN,VIC,NFQ-MGB,,,,,,,26.983,27.440,0.398,,,,,,TRUE,0.178,TRUE,3,21,Amp,,0.982,N,N,N,N,N
38,D2,FALSE,Veh,PDZK1,UNKNOWN,FAM,NFQ-MGB,,,,1.000,0.745,1.343,32.174,32.459,0.251,5.191,5.019,0.171,0.099,0.000,TRUE,0.052,TRUE,3,29,Amp,,0.987,N,N,N,N,N
39,D3,FALSE,Veh,B2M,UNKNOWN,VIC,NFQ-MGB,,,,,,,27.630,27.440,0.398,,,,,,TRUE,0.178,TRUE,3,22,Amp,,0.975,N,N,N,N,N
39,D3,FALSE,Veh,PDZK1,UNKNOWN,FAM,NFQ-MGB,,,,1.000,0.745,1.343,32.648,32.459,0.251,5.018,5.019,0.171,0.099,0.000,TRUE,0.052,TRUE,3,29,Amp,,0.976,N,N,N,N,N
40,D4,FALSE,E2,B2M,UNKNOWN,VIC,NFQ-MGB,,,,,,,27.842,27.500,0.656,,,,,,TRUE,0.178,TRUE,3,22,Amp,,0.985,N,N,N,Y,N
40,D4,FALSE,E2,PDZK1,UNKNOWN,FAM,NFQ-MGB,,,,2.049,1.515,2.771,31.931,31.484,0.582,4.089,3.984,0.175,0.101,-1.035,TRUE,0.052,TRUE,3,29,Amp,,0.978,N,N,N,Y,N
41,D5,FALSE,E2,B2M,UNKNOWN,VIC,NFQ-MGB,,,,,,,27.914,27.500,0.656,,,,,,TRUE,0.178,TRUE,3,22,Amp,,0.977,N,N,N,Y,N
41,D5,FALSE,E2,PDZK1,UNKNOWN,FAM,NFQ-MGB,,,,2.049,1.515,2.771,31.695,31.484,0.582,3.782,3.984,0.175,0.101,-1.035,TRUE,0.052,TRUE,3,28,Amp,,0.986,N,N,N,Y,N
42,D6,FALSE,E2,B2M,UNKNOWN,VIC,NFQ-MGB,,,,,,,26.744,27.500,0.656,,,,,,TRUE,0.178,TRUE,3,21,Amp,,0.976,N,N,N,Y,N
42,D6,FALSE,E2,PDZK1,UNKNOWN,FAM,NFQ-MGB,,,,2.049,1.515,2.771,30.825,31.484,0.582,4.081,3.984,0.175,0.101,-1.035,TRUE,0.052,TRUE,3,27,Amp,,0.987,N,N,N,Y,N
43,D7,FALSE,Ful,B2M,UNKNOWN,VIC,NFQ-MGB,,,,,,,27.145,26.865,0.243,,,,,,TRUE,0.178,TRUE,3,22,Amp,,0.973,N,N,N,N,N
43,D7,FALSE,Ful,PDZK1,UNKNOWN,FAM,NFQ-MGB,,,,0.015,0.009,0.026,38.198,37.902,0.383,11.053,11.036,0.301,0.174,6.017,TRUE,0.052,TRUE,3,35,Inconclusive,,0.909,N,N,N,N,N
44,D8,FALSE,Ful,B2M,UNKNOWN,VIC,NFQ-MGB,,,,,,,26.743,26.865,0.243,,,,,,TRUE,0.178,TRUE,3,21,Amp,,0.984,N,N,N,N,N
44,D8,FALSE,Ful,PDZK1,UNKNOWN,FAM,NFQ-MGB,,,,0.015,0.009,0.026,37.470,37.902,0.383,10.727,11.036,0.301,0.174,6.017,TRUE,0.052,TRUE,3,34,Amp,,0.928,N,N,N,N,N
45,D9,FALSE,Ful,B2M,UNKNOWN,VIC,NFQ-MGB,,,,,,,26.708,26.865,0.243,,,,,,TRUE,0.178,TRUE,3,21,Amp,,0.980,N,N,N,N,N
45,D9,FALSE,Ful,PDZK1,UNKNOWN,FAM,NFQ-MGB,,,,0.015,0.009,0.026,38.037,37.902,0.383,11.329,11.036,0.301,0.174,6.017,TRUE,0.052,TRUE,3,34,Inconclusive,,0.907,N,N,N,N,N
46,D10,FALSE,Laso,B2M,UNKNOWN,VIC,NFQ-MGB,,,,,,,27.218,27.247,0.271,,,,,,TRUE,0.178,TRUE,3,22,Amp,,0.972,N,N,N,N,N
46,D10,FALSE,Laso,PDZK1,UNKNOWN,FAM,NFQ-MGB,,,,0.128,0.094,0.174,35.401,35.233,0.360,8.183,7.987,0.180,0.104,2.968,TRUE,0.052,TRUE,3,32,Amp,,0.977,N,N,N,N,N
47,D11,FALSE,Laso,B2M,UNKNOWN,VIC,NFQ-MGB,,,,,,,27.531,27.247,0.271,,,,,,TRUE,0.178,TRUE,3,22,Amp,,0.964,N,N,N,N,N
47,D11,FALSE,Laso,PDZK1,UNKNOWN,FAM,NFQ-MGB,,,,0.128,0.094,0.174,35.479,35.233,0.360,7.948,7.987,0.180,0.104,2.968,TRUE,0.052,TRUE,3,32,Amp,,0.936,N,N,N,N,N
48,D12,FALSE,Laso,B2M,UNKNOWN,VIC,NFQ-MGB,,,,,,,26.991,27.247,0.271,,,,,,TRUE,0.178,TRUE,3,22,Amp,,0.986,N,N,N,N,N
48,D12,FALSE,Laso,PDZK1,UNKNOWN,FAM,NFQ-MGB,,,,0.128,0.094,0.174,34.820,35.233,0.360,7.829,7.987,0.180,0.104,2.968,TRUE,0.052,TRUE,3,31,Amp,,0.949,N,N,N,N,N
49,E1,FALSE,Veh,B2M,UNKNOWN,VIC,NFQ-MGB,,,,,,,26.888,26.666,0.260,,,,,,TRUE,0.178,TRUE,3,22,Amp,,0.987,N,N,N,N,N
49,E1,FALSE,Veh,E2F1,UNKNOWN,FAM,NFQ-MGB,,,,,,,Undetermined,37.325,,,,,,,TRUE,0.040,TRUE,3,39,No Amp,,0.000,Y,Y,Y,N,N
50,E2,FALSE,Veh,B2M,UNKNOWN,VIC,NFQ-MGB,,,,,,,26.379,26.666,0.260,,,,,,TRUE,0.178,TRUE,3,21,Amp,,0.983,N,N,N,N,N
50,E2,FALSE,Veh,E2F1,UNKNOWN,FAM,NFQ-MGB,,,,,,,Undetermined,37.325,,,,,,,TRUE,0.040,TRUE,3,39,No Amp,,0.000,Y,Y,Y,N,N
51,E3,FALSE,Veh,B2M,UNKNOWN,VIC,NFQ-MGB,,,,,,,26.730,26.666,0.260,,,,,,TRUE,0.178,TRUE,3,21,Amp,,0.984,N,N,N,N,N
51,E3,FALSE,Veh,E2F1,UNKNOWN,FAM,NFQ-MGB,,,,1.000,,,37.325,37.325,,10.595,10.595,,,0.000,TRUE,0.040,TRUE,3,34,Inconclusive,,0.882,Y,N,N,N,N
52,E4,FALSE,E2,B2M,UNKNOWN,VIC,NFQ-MGB,,,,,,,26.603,26.437,0.597,,,,,,TRUE,0.178,TRUE,3,21,Amp,,0.983,N,N,N,Y,N
52,E4,FALSE,E2,E2F1,UNKNOWN,FAM,NFQ-MGB,,,,,,,Undetermined,,,,,,,,TRUE,0.040,TRUE,3,39,No Amp,,0.000,Y,Y,Y,N,N
53,E5,FALSE,E2,B2M,UNKNOWN,VIC,NFQ-MGB,,,,,,,26.933,26.437,0.597,,,,,,TRUE,0.178,TRUE,3,22,Amp,,0.983,N,N,N,Y,N
53,E5,FALSE,E2,E2F1,UNKNOWN,FAM,NFQ-MGB,,,,,,,Undetermined,,,,,,,,TRUE,0.040,TRUE,3,39,No Amp,,0.000,Y,Y,Y,N,N
54,E6,FALSE,E2,B2M,UNKNOWN,VIC,NFQ-MGB,,,,,,,25.775,26.437,0.597,,,,,,TRUE,0.178,TRUE,3,20,Amp,,0.986,N,N,N,Y,N
