19,B7,FALSE,Ful,BCL2,UNKNOWN,FAM,NFQ-MGB,,,,0.848,0.526,1.369,28.234,28.046,0.189,1.814,2.063,0.278,0.160,0.237,TRUE,0.335,TRUE,3,22,Amp,,0.986,N,N,N,N,N
20,B8,FALSE,Ful,B2M,UNKNOWN,VIC,NFQ-MGB,,,,,,,25.494,25.983,0.465,,,,,,TRUE,0.277,TRUE,3,20,Amp,,0.987,N,N,N,N,N
20,B8,FALSE,Ful,BCL2,UNKNOWN,FAM,NFQ-MGB,,,,0.848,0.526,1.369,27.857,28.046,0.189,2.362,2.063,0.278,0.160,0.237,TRUE,0.335,TRUE,3,22,Amp,,0.986,N,N,N,N,N
21,B9,FALSE,Ful,B2M,UNKNOWN,VIC,NFQ-MGB,,,,,,,26.035,25.983,0.465,,,,,,TRUE,0.277,TRUE,3,20,Amp,,0.982,N,N,N,N,N
21,B9,FALSE,Ful,BCL2,UNKNOWN,FAM,NFQ-MGB,,,,0.848,0.526,1.369,28.047,28.046,0.189,2.012,2.063,0.278,0.160,0.237,TRUE,0.335,TRUE,3,22,Amp,,0.982,N,N,N,N,N
22,B10,FALSE,Laso,B2M,UNKNOWN,VIC,NFQ-MGB,,,,,,,26.357,25.933,0.530,,,,,,TRUE,0.277,TRUE,3,20,Amp,,0.975,N,N,N,Y,N
22,B10,FALSE,Laso,BCL2,UNKNOWN,FAM,NFQ-MGB,,,,0.978,0.805,1.189,28.084,27.791,0.458,1.727,1.858,0.113,0.065,0.032,TRUE,0.335,TRUE,3,22,Amp,,0.983,N,N,N,N,N
23,B11,FALSE,Laso,B2M,UNKNOWN,VIC,NFQ-MGB,,,,,,,26.104,25.933,0.530,,,,,,TRUE,0.277,TRUE,3,20,Amp,,0.975,N,N,N,Y,N
23,B11,FALSE,Laso,BCL2,UNKNOWN,FAM,NFQ-MGB,,,,0.978,0.805,1.189,28.025,27.791,0.458,1.921,1.858,0.113,0.065,0.032,TRUE,0.335,TRUE,3,22,Amp,,0.984,N,N,N,N,N
24,B12,FALSE,Laso,B2M,UNKNOWN,VIC,NFQ-MGB,,,,,,,25.338,25.933,0.530,,,,,,TRUE,0.277,TRUE,3,20,Amp,,0.980,N,N,N,Y,N
24,B12,FALSE,Laso,BCL2,UNKNOWN,FAM,NFQ-MGB,,,,0.978,0.805,1.189,27.263,27.791,0.458,1.925,1.858,0.113,0.065,0.032,TRUE,0.335,TRUE,3,21,Amp,,0.988,N,N,N,N,N
25,C1,FALSE,Veh,B2M,UNKNOWN,VIC,NFQ-MGB,,,,,,,26.235,26.101,0.119,,,,,,TRUE,0.277,TRUE,3,21,Amp,,0.987,N,N,N,N,N
25,C1,FALSE,Veh,TGFB1,UNKNOWN,FAM,NFQ-MGB,,,,1.000,0.708,1.412,33.387,33.483,0.083,7.152,7.382,0.200,0.116,0.000,TRUE,0.234,TRUE,3,28,Amp,,0.989,N,N,N,N,N
26,C2,FALSE,Veh,B2M,UNKNOWN,VIC,NFQ-MGB,,,,,,,26.005,26.101,0.119,,,,,,TRUE,0.277,TRUE,3,20,Amp,,0.968,N,N,N,N,N
26,C2,FALSE,Veh,TGFB1,UNKNOWN,FAM,NFQ-MGB,,,,1.000,0.708,1.412,33.525,33.483,0.083,7.519,7.382,0.200,0.116,0.000,TRUE,0.234,TRUE,3,28,Amp,,0.985,N,N,N,N,N
27,C3,FALSE,Veh,B2M,UNKNOWN,VIC,NFQ-MGB,,,,,,,26.062,26.101,0.119,,,,,,TRUE,0.277,TRUE,3,20,Amp,,0.982,N,N,N,N,N
27,C3,FALSE,Veh,TGFB1,UNKNOWN,FAM,NFQ-MGB,,,,1.000,0.708,1.412,33.537,33.483,0.083,7.475,7.382,0.200,0.116,0.000,TRUE,0.234,TRUE,3,29,Amp,,0.986,N,N,N,N,N
28,C4,FALSE,E2,B2M,UNKNOWN,VIC,NFQ-MGB,,,,,,,26.345,26.043,0.435,,,,,,TRUE,0.277,TRUE,3,20,Amp,,0.976,N,N,N,N,N
28,C4,FALSE,E2,TGFB1,UNKNOWN,FAM,NFQ-MGB,,,,0.865,0.686,1.091,33.904,33.635,0.318,7.559,7.591,0.135,0.078,0.209,TRUE,0.234,TRUE,3,29,Amp,,0.988,N,N,N,N,N
29,C5,FALSE,E2,B2M,UNKNOWN,VIC,NFQ-MGB,,,,,,,26.240,26.043,0.435,,,,,,TRUE,0.277,TRUE,3,20,Amp,,0.975,N,N,N,N,N
29,C5,FALSE,E2,TGFB1,UNKNOWN,FAM,NFQ-MGB,,,,0.865,0.686,1.091,33.716,33.635,0.318,7.476,7.591,0.135,0.078,0.209,TRUE,0.234,TRUE,3,29,Amp,,0.986,N,N,N,N,N
30,C6,FALSE,E2,B2M,UNKNOWN,VIC,NFQ-MGB,,,,,,,25.544,26.043,0.435,,,,,,TRUE,0.277,TRUE,3,19,Amp,,0.974,N,N,N,N,N
30,C6,FALSE,E2,TGFB1,UNKNOWN,FAM,NFQ-MGB,,,,0.865,0.686,1.091,33.284,33.635,0.318,7.739,7.591,0.135,0.078,0.209,TRUE,0.234,TRUE,3,28,Amp,,0.988,N,N,N,N,N
31,C7,FALSE,Ful,B2M,UNKNOWN,VIC,NFQ-MGB,,,,,,,26.273,25.867,0.440,,,,,,TRUE,0.277,TRUE,3,20,Amp,,0.975,N,N,N,N,N
31,C7,FALSE,Ful,TGFB1,UNKNOWN,FAM,NFQ-MGB,,,,1.015,0.597,1.726,33.282,33.227,0.219,7.009,7.360,0.308,0.178,-0.022,TRUE,0.234,TRUE,3,28,Amp,,0.987,N,N,N,N,N
32,C8,FALSE,Ful,B2M,UNKNOWN,VIC,NFQ-MGB,,,,,,,25.399,25.867,0.440,,,,,,TRUE,0.277,TRUE,3,19,Amp,,0.981,N,N,N,N,N
32,C8,FALSE,Ful,TGFB1,UNKNOWN,FAM,NFQ-MGB,,,,1.015,0.597,1.726,32.986,33.227,0.219,7.587,7.360,0.308,0.178,-0.022,TRUE,0.234,TRUE,3,28,Amp,,0.989,N,N,N,N,N
33,C9,FALSE,Ful,B2M,UNKNOWN,VIC,NFQ-MGB,,,,,,,25.929,25.867,0.440,,,,,,TRUE,0.277,TRUE,3,20,Amp,,0.977,N,N,N,N,N
33,C9,FALSE,Ful,TGFB1,UNKNOWN,FAM,NFQ-MGB,,,,1.015,0.597,1.726,33.414,33.227,0.219,7.485,7.360,0.308,0.178,-0.022,TRUE,0.234,TRUE,3,28,Amp,,0.990,N,N,N,N,N
34,C10,FALSE,Laso,B2M,UNKNOWN,VIC,NFQ-MGB,,,,,,,26.151,25.853,0.364,,,,,,TRUE,0.277,TRUE,3,20,Amp,,0.949,N,N,N,N,N
34,C10,FALSE,Laso,TGFB1,UNKNOWN,FAM,NFQ-MGB,,,,1.066,0.656,1.735,33.139,33.143,0.364,6.988,7.289,0.283,0.163,-0.093,TRUE,0.234,TRUE,3,28,Amp,,0.978,N,N,N,N,N
35,C11,FALSE,Laso,B2M,UNKNOWN,VIC,NFQ-MGB,,,,,,,25.961,25.853,0.364,,,,,,TRUE,0.277,TRUE,3,20,Amp,,0.975,N,N,N,N,N
35,C11,FALSE,Laso,TGFB1,UNKNOWN,FAM,NFQ-MGB,,,,1.066,0.656,1.735,33.509,33.143,0.364,7.548,7.289,0.283,0.163,-0.093,TRUE,0.234,TRUE,3,28,Amp,,0.989,N,N,N,N,N
36,C12,FALSE,Laso,B2M,UNKNOWN,VIC,NFQ-MGB,,,,,,,25.448,25.853,0.364,,,,,,TRUE,0.277,TRUE,3,19,Amp,,0.983,N,N,N,N,N
36,C12,FALSE,Laso,TGFB1,UNKNOWN,FAM,NFQ-MGB,,,,1.066,0.656,1.735,32.781,33.143,0.364,7.333,7.289,0.283,0.163,-0.093,TRUE,0.234,TRUE,3,28,Amp,,0.990,N,N,N,N,N
37,D1,FALSE,Veh,B2M,UNKNOWN,VIC,NFQ-MGB,,,,,,,26.121,26.125,0.007,,,,,,TRUE,0.277,TRUE,3,20,Amp,,0.979,N,N,N,N,N
37,D1,FALSE,Veh,BIK,UNKNOWN,FAM,NFQ-MGB,,,,1.000,0.510,1.961,35.155,34.749,0.391,9.034,8.624,0.391,0.226,0.000,TRUE,0.115,TRUE,3,31,Amp,,0.983,N,N,N,N,N
38,D2,FALSE,Veh,B2M,UNKNOWN,VIC,NFQ-MGB,,,,,,,26.132,26.125,0.007,,,,,,TRUE,0.277,TRUE,3,20,Amp,,0.975,N,N,N,N,N
38,D2,FALSE,Veh,BIK,UNKNOWN,FAM,NFQ-MGB,,,,1.000,0.510,1.961,34.716,34.749,0.391,8.583,8.624,0.391,0.226,0.000,TRUE,0.115,TRUE,3,30,Amp,,0.983,N,N,N,N,N
39,D3,FALSE,Veh,B2M,UNKNOWN,VIC,NFQ-MGB,,,,,,,26.120,26.125,0.007,,,,,,TRUE,0.277,TRUE,3,20,Amp,,0.975,N,N,N,N,N
39,D3,FALSE,Veh,BIK,UNKNOWN,FAM,NFQ-MGB,,,,1.000,0.510,1.961,34.376,34.749,0.391,8.255,8.624,0.391,0.226,0.000,TRUE,0.115,TRUE,3,30,Amp,,0.987,N,N,N,N,N
40,D4,FALSE,E2,B2M,UNKNOWN,VIC,NFQ-MGB,,,,,,,26.409,26.111,0.550,,,,,,TRUE,0.277,TRUE,3,20,Amp,,0.983,N,N,N,Y,N
40,D4,FALSE,E2,BIK,UNKNOWN,FAM,NFQ-MGB,,,,0.715,0.642,0.796,35.578,35.219,0.550,9.169,9.108,0.062,0.036,0.484,TRUE,0.115,TRUE,3,31,Amp,,0.951,N,N,N,Y,N
41,D5,FALSE,E2,B2M,UNKNOWN,VIC,NFQ-MGB,,,,,,,26.448,26.111,0.550,,,,,,TRUE,0.277,TRUE,3,20,Amp,,0.977,N,N,N,Y,N
41,D5,FALSE,E2,BIK,UNKNOWN,FAM,NFQ-MGB,,,,0.715,0.642,0.796,35.492,35.219,0.550,9.044,9.108,0.062,0.036,0.484,TRUE,0.115,TRUE,3,31,Amp,,0.982,N,N,N,Y,N
42,D6,FALSE,E2,B2M,UNKNOWN,VIC,NFQ-MGB,,,,,,,25.476,26.111,0.550,,,,,,TRUE,0.277,TRUE,3,19,Amp,,0.972,N,N,N,Y,N
42,D6,FALSE,E2,BIK,UNKNOWN,FAM,NFQ-MGB,,,,0.715,0.642,0.796,34.586,35.219,0.550,9.110,9.108,0.062,0.036,0.484,TRUE,0.115,TRUE,3,30,Amp,,0.985,N,N,N,Y,N
43,D7,FALSE,Ful,B2M,UNKNOWN,VIC,NFQ-MGB,,,,,,,26.304,25.905,0.383,,,,,,TRUE,0.277,TRUE,3,20,Amp,,0.967,N,N,N,N,N
43,D7,FALSE,Ful,BIK,UNKNOWN,FAM,NFQ-MGB,,,,2.316,1.168,4.595,33.536,33.318,0.276,7.232,7.412,0.398,0.230,-1.212,TRUE,0.115,TRUE,3,29,Amp,,0.985,N,N,N,N,N
44,D8,FALSE,Ful,B2M,UNKNOWN,VIC,NFQ-MGB,,,,,,,25.540,25.905,0.383,,,,,,TRUE,0.277,TRUE,3,20,Amp,,0.978,N,N,N,N,N
44,D8,FALSE,Ful,BIK,UNKNOWN,FAM,NFQ-MGB,,,,2.316,1.168,4.595,33.408,33.318,0.276,7.868,7.412,0.398,0.230,-1.212,TRUE,0.115,TRUE,3,29,Amp,,0.990,N,N,N,N,N
45,D9,FALSE,Ful,B2M,UNKNOWN,VIC,NFQ-MGB,,,,,,,25.872,25.905,0.383,,,,,,TRUE,0.277,TRUE,3,20,Amp,,0.976,N,N,N,N,N
45,D9,FALSE,Ful,BIK,UNKNOWN,FAM,NFQ-MGB,,,,2.316,1.168,4.595,33.008,33.318,0.276,7.136,7.412,0.398,0.230,-1.212,TRUE,0.115,TRUE,3,29,Amp,,0.989,N,N,N,N,N
46,D10,FALSE,Laso,B2M,UNKNOWN,VIC,NFQ-MGB,,,,,,,26.304,25.900,0.459,,,,,,TRUE,0.277,TRUE,3,20,Amp,,0.974,N,N,N,N,N
46,D10,FALSE,Laso,BIK,UNKNOWN,FAM,NFQ-MGB,,,,1.931,1.443,2.583,33.789,33.575,0.319,7.485,7.675,0.169,0.098,-0.949,TRUE,0.115,TRUE,3,30,Amp,,0.986,N,N,N,N,N
47,D11,FALSE,Laso,B2M,UNKNOWN,VIC,NFQ-MGB,,,,,,,25.995,25.900,0.459,,,,,,TRUE,0.277,TRUE,3,20,Amp,,0.976,N,N,N,N,N
47,D11,FALSE,Laso,BIK,UNKNOWN,FAM,NFQ-MGB,,,,1.931,1.443,2.583,33.729,33.575,0.319,7.733,7.675,0.169,0.098,-0.949,TRUE,0.115,TRUE,3,30,Amp,,0.987,N,N,N,N,N
48,D12,FALSE,Laso,B2M,UNKNOWN,VIC,NFQ-MGB,,,,,,,25.401,25.900,0.459,,,,,,TRUE,0.277,TRUE,3,19,Amp,,0.974,N,N,N,N,N
48,D12,FALSE,Laso,BIK,UNKNOWN,FAM,NFQ-MGB,,,,1.931,1.443,2.583,33.208,33.575,0.319,7.807,7.675,0.169,0.098,-0.949,TRUE,0.115,TRUE,3,29,Amp,,0.990,N,N,N,N,N
49,E1,FALSE,Veh,B2M,UNKNOWN,VIC,NFQ-MGB,,,,,,,26.543,26.260,0.250,,,,,,TRUE,0.277,TRUE,3,20,Amp,,0.946,N,N,N,N,N
49,E1,FALSE,Veh,CCND2,UNKNOWN,FAM,NFQ-MGB,,,,,,,Undetermined,,,,,,,,TRUE,0.040,TRUE,3,39,No Amp,,0.000,Y,Y,Y,N,N
50,E2,FALSE,Veh,B2M,UNKNOWN,VIC,NFQ-MGB,,,,,,,26.073,26.260,0.250,,,,,,TRUE,0.277,TRUE,3,20,Amp,,0.957,N,N,N,N,N
50,E2,FALSE,Veh,CCND2,UNKNOWN,FAM,NFQ-MGB,,,,,,,Undetermined,,,,,,,,TRUE,0.040,TRUE,3,39,Inconclusive,,0.000,Y,Y,Y,N,N
51,E3,FALSE,Veh,B2M,UNKNOWN,VIC,NFQ-MGB,,,,,,,26.163,26.260,0.250,,,,,,TRUE,0.277,TRUE,3,20,Amp,,0.970,N,N,N,N,N
51,E3,FALSE,Veh,CCND2,UNKNOWN,FAM,NFQ-MGB,,,,,,,Undetermined,,,,,,,,TRUE,0.040,TRUE,3,39,No Amp,,0.000,Y,Y,Y,N,N
52,E4,FALSE,E2,B2M,UNKNOWN,VIC,NFQ-MGB,,,,,,,26.415,26.126,0.458,,,,,,TRUE,0.277,TRUE,3,21,Amp,,0.984,N,N,N,N,N
52,E4,FALSE,E2,CCND2,UNKNOWN,FAM,NFQ-MGB,,,,,,,37.404,37.404,,10.989,,,,,TRUE,0.040,TRUE,3,34,Inconclusive,,0.892,N,Y,N,N,N
53,E5,FALSE,E2,B2M,UNKNOWN,VIC,NFQ-MGB,,,,,,,26.365,26.126,0.458,,,,,,TRUE,0.277,TRUE,3,21,Amp,,0.967,N,N,N,N,N
53,E5,FALSE,E2,CCND2,UNKNOWN,FAM,NFQ-MGB,,,,,,,Undetermined,37.404,,,,,,,TRUE,0.040,TRUE,3,39,No Amp,,0.000,Y,Y,Y,N,Y
54,E6,FALSE,E2,B2M,UNKNOWN,VIC,NFQ-MGB,,,,,,,25.597,26.126,0.458,,,,,,TRUE,0.277,TRUE,3,20,Amp,,0.976,N,N,N,N,N
54,E6,FALSE,E2,CCND2,UNKNOWN,FAM,NFQ-MGB,,,,,,,Undetermined,37.404,,,,,,,TRUE,0.040,TRUE,3,39,No Amp,,0.000,Y,Y,Y,N,N
55,E7,FALSE,Ful,B2M,UNKNOWN,VIC,NFQ-MGB,,,,,,,26.344,25.978,0.395,,,,,,TRUE,0.277,TRUE,3,20,Amp,,0.974,N,N,N,N,N
55,E7,FALSE,Ful,CCND2,UNKNOWN,FAM,NFQ-MGB,,,,,,,Undetermined,,,,,,,,TRUE,0.040,TRUE,3,39,No Amp,,0.000,Y,Y,Y,N,N
